Airport Code,ICAO,Place
OGA,KOGA,Searle Field
OGB,KOGB,Municipal
OGD,KOGD,Municipal
OGE,AYOG,Ogeranang
OGG,PHOG,Kahului Airport
OGL,SYEC,Ogle Airport
OGM,,Ogobsucum
OGN,ROYN,Yonaguni Jima
OGO,DIAU,Abengourou
OGR,FTTB,Bongor
OGS,KOGS,Ogdensburg Airport
OGU,LTCB,Ordu Giresun Airport
OGV,,Ongava Game Reserve
OGX,DAUU,Ain Beida Airport
OGZ,URMO,Vladikavkaz Airport
OHA,NZOH,Royal Air Force Base
OHB,FMFE,Ambohibary
OHC,,AFS
OHD,LWOH,Ohrid Airport
OHE,ZYMH,Mohe Airport
OHH,UHSH,Novostroyka Airport
OHI,FYOS,Oshakati
OHO,UHOO,Okhotsk
OHR,EDXY,Wyk Auf Foehr
OHS,OOSH,Sohar Airport
OHT,OPKT,Kohat
OIA,SDOW,Ourilandia
OIC,KOIC,Eaton
OIL,,Splane Memorial
OIM,RJTO,Oshima
OIR,RJEO,Okushiri Airport
OIT,RJFO,Oita Airport
OJC,KOJC,Johnson Executive
OJU,,Tanjung Api Airport
OKA,ROAH,Naha Airport
OKB,YORC,Fraser Island
OKC,KOKC,Will Rogers World Airport
OKD,RJCO,Okadama Airport
OKE,RJKB,Okino Erabu
OKF,FYOO,Okaukuejo
OKG,,Okoyo
OKH,EGXJ,Cottesmor RAF
OKI,RJNO,Oki Island
OKJ,RJOB,Okayama Airport
OKK,KOKK,Kokomo
OKL,WAJO,Oksibil
OKM,KOKM,Okmulgee
OKN,FOGQ,Okondja
OKO,RJTY,Yokota AFB
OKP,AYOJ,Oksapmin
OKQ,WAKO,Okaba
OKR,YYKI,Yorke Island
OKS,KOKS,Oshkosh
OKT,UWUK,Oktiabrskij
OKU,FYMO,Mokuti Lodge
OKV,AYOF,Okao
OKY,YBOK,Oakey
OLA,ENOL,Orland
OLB,LIEO,Olbia Costa Smeralda Airport
OLC,SDCG,Sen. Eunice Micheles
OLD,KOLD,Old Town
OLE,,Municipal
OLF,KOLF,Wolf Point International Airport
OLG,,Olare Airport
OLH,,Old Harbor SPB
OLI,BIRF,Rif
OLJ,NVSZ,Olpoi
OLK,SGOL,Fuerte Olimpo
OLL,FCOD,Ollombo
OLM,KOLM,Olympia
OLN,,Colonia Sarmiento
OLO,LKOL,Olomouc
OLP,YOLD,Olympic Dam Airport
OLQ,AYOV,Olsobip
OLR,OASL,Salerno Air Base
OLS,KOLS,International
OLU,,Columbus Municipal
OLV,KOLV,Olive Branch Airport
OLX,HKOK,Olkiombo Airport
OLY,,Olney-Noble
OLZ,UEMO,Olokminsk Airport
OMA,KOMA,Eppley Airfield
OMB,FOOH,Omboue
OMC,RPVO,Ormoc
OMD,FYOG,Oranjemund Airport
OME,PAOM,Nome Airport
OMF,OJMF,King Hussein
OMG,FYOE,Omega
OMH,OITR,Urmia Airport
OMI,OIAJ,Omidieh
OMJ,,Omura
OMK,KOMK,Municipal
OML,,Omkalai
OMM,OOMX,Marmul
OMN,UTTZ,Zomin Airport
OMO,LQMO,Mostar Airport
OMR,LROD,Oradea Airport
OMS,UNOO,Omsk Airport
OMY,,Oddor Meanche
ONA,,Municipal
ONB,AYQQ,Ononge
OND,FYOA,Ondangwa Airport
ONE,,Onepusu
ONG,YMTI,Mornington Airport
ONH,,Municipal
ONI,WABD,Moanamani
ONJ,RJSR,Odate Noshiro Airport
ONK,UERO,Olenyok Airport
ONL,KONL,Municipal
ONM,,Socorro
ONN,,Onion Bay
ONO,KONO,Ontario Municipal Airport
ONP,KONP,Newport
ONQ,LTAS,Zonguldak
ONR,YMNK,Monkira
ONS,YOLW,Onslow Airport
ONT,KONT,Ontario International Airport
ONU,NFOL,Ono I Lau
ONX,MPEJ,Enrique Adolfo Jimenez
ONY,,Olney
OOA,,Municipal
OOD,YKDD,Gudai-Darri Airstrip
OOK,PAOO,Toksook Bay Airport
OOL,YBCG,Gold Coast Airport
OOM,YCOM,Snowy Mountains Airport
OOR,YMOO,Mooraberree
OOT,NGON,Onotoa
OPA,BIKP,Kopasker
OPB,AYOY,Open Bay
OPF,KOPF,Opa-locka Executive Airport
OPI,YOEN,Oenpelli
OPL,,St Landry Parish
OPO,LPPR,Porto Airport
OPP,SNSM,Salinópolis Airport
OPS,SBSI,Sinop Airport
OPU,AYBM,Balimo
OPW,FYOP,Opuwa
ORA,SASO,Oran
ORB,ESOE,Orebro-Bofors Airport
ORC,SKOE,Orocue
ORD,KORD,O'Hare International Airport
ORE,LFOZ,Orleans
ORF,KORF,Norfolk International Airport
ORG,SMZO,Zorg En Hoop
ORH,KORH,Worcester Regional Airport
ORI,,Port Lions SPB
ORJ,SYOR,Orinduik
ORK,EICK,Cork Airport
ORL,KORL,Orlando Executive
ORM,EGBK,Northampton
ORN,DAOO,Es Senia Airport
ORO,MHYR,Yoro
ORP,FBOR,Orapa
ORQ,,Heliport
ORR,YYOR,Yorketown
ORS,,Waterport
ORT,PAOR,Northway
ORU,SLOR,Oruro
ORV,PFNO,Robert (Bob) Curtis Memorial Airport
ORW,OPOR,Ormara
ORX,SNOX,Oriximina
ORY,LFPO,Paris Orly Airport
ORZ,,Orange Walk
OSB,,Osage Beach
OSC,KOSC,Wurtsmith AFB
OSD,ESNZ,Are Ostersund Airport
OSE,AYOM,Omora
OSF,UUMO,Ostafyevo International Business Airport
OSG,AYZS,Ossima
OSH,KOSH,Wittman Field
OSI,LDOS,Osijek Airport
OSJ,,Ol Seki Airport
OSK,ESMO,Oskarshamn
OSL,ENGM,Oslo Airport Gardermoen
OSM,ORBM,Mosul
OSN,RKSO,Osan AB
OSO,YOSB,Osborne Mine
OSR,LKMT,Mosnov Airport
OSS,UCFO,Osh Airport
OST,EBOS,Ostend-Bruges International Airport
OSU,KOSU,Ohio State University
OSW,UWOR,Orsk Airport
OSX,,Attala County
OSY,ENNM,Namsos Airport
OSZ,EPKZ,Koszalin
OTA,,Mota
OTC,FTTL,Bol
OTD,,Contadora
OTG,,Worthington
OTH,KOTH,Southwest Oregon Regional Airport
OTI,WAMR,Pitu
OTJ,FYOW,Otjiwarongo
OTK,KTMK,Tillamook
OTL,GQNB,Boutilimit
OTM,KOTM,Industrial
OTN,I20,Green
OTO,,Vor
OTP,LROP,Bucharest Henri Coanda International Airport
OTQ,,Otog Front Banner Oljoq Airport
OTR,MRCC,Coto 47
OTS,,Anacortes
OTT,,Andre Maggi
OTU,SKOT,Otu
OTV,AGGQ,Ontong Java
OTY,,Oria
OTZ,PAOT,Ralph Wien Memorial Airport
OUA,DFFD,Ouagadougou International Airport
OUD,GMFO,Les Angades Airport
OUE,FCOU,Ouesso
OUG,DFCC,Ouahigouya
OUH,FAOH,Oudtshoorn
OUI,,Ban Houei
OUK,EGOU,Outer Skerries
OUL,EFOU,Oulu Airport
OUM,,Oum Hadjer
OUN,KOUN,Max Westheimer
OUR,FKKI,Batouri
OUS,SDOU,Ourinhos
OUT,FTTS,Bousso
OUU,,Ouanga
OUZ,GQPZ,Zouerate
OVA,FMSL,Bekily
OVB,UNNT,Novosibirsk Tolmachevo Airport
OVD,LEAS,Asturias Airport
OVE,KOVE,Oroville
OVG,FAOB,Overberg (FAOB)
OVL,SCOV,Ovalle
OVR,SAZF,Olavarria
OVS,USHS,Sovetsky Airport
OWA,KOWA,Owatonna
OWB,KOWB,Daviess County Airport
OWD,KOWD,Memorial
OWE,,Owendo
OWK,KOWK,Central Maine Airport of Norridgewock
OXB,GGOV,Osvaldo Vieira Airport
OXC,KOXC,Waterbury-oxford
OXD,KOXD,Miami University
OXF,EGTK,Oxford (Kidlington)
OXO,,Orientos
OXR,KOXR,Ventura
OXY,YMNY,Morney
OYA,SATG,Goya
OYC,,Camopi Airport
OYE,FOGO,Oyem
OYG,HUMY,Moyo
OYK,SBOI,Oiapoque
OYL,HKMY,Moyale
OYN,YOUY,Ouyen
OYO,SAZH,Tres Arroyos
OYP,SOOG,St-Georges de lOyapock
OYS,,Yosemite Ntl Park
OZA,KOZA,Ozona Municipalcipal
OZC,RPMO,Labo Airport
OZG,GMAZ,Zagora Airport
OZH,UKDE,Zaporozhye Airport
OZI,,Bobadilla
OZP,LEMO,Moron
OZR,KOZR,Cairns AAF
OZU,,Montilla
OZZ,GMMZ,Ouarzazate Airport
PAA,VYPA,Pa-an
PAB,VEBU,Bilaspur
PAC,MPMG,Marcos A. Gelabert International Airport
PAD,EDLP,Paderborn Lippstadt Airport
PAE,KPAE,Snohomish County - Paine Field
PAF,HUPA,Pakuba
PAG,RPMP,Pagadian Airport
PAH,KPAH,Barkley Regional Airport
PAJ,OPPC,Para Chinar
PAK,PHPA,Port Allen
PAL,SKPQ,Palanquero
PAM,KPAM,Tyndall AFB
PAN,VTSK,Pattani
PAO,KPAO,Palo Alto
PAP,MTPP,Toussaint Louverture International Airport
PAQ,PAAQ,Palmer Municipalcipal
PAS,LGPA,Paros Airport
PAT,VEPT,Jay Prakash Narayan International Airport
PAU,VYPK,Pauk
PAV,SBUF,Paulo Afonso Airport
PAW,,Pambwa
PAX,MTPX,Port De Paix
PAY,WBKP,Pamol
PAZ,MMPA,El Tajin National Airport
PBA,,Point Barrow
PBB,SSPN,Paranaiba
PBC,MMPB,Huejotsingo Airport
PBD,VAPR,Porbandar
PBE,SKPR,Puerto Berrio
PBF,KPBF,Grider Field
PBG,KPBG,Plattsburgh International Airport
PBH,VQPR,Paro Airport
PBI,KPBI,Palm Beach International Airport
PBJ,NVSI,Paama
PBK,,Pack Creek
PBL,SVPC,Puerto Cabello
PBM,SMJP,Zanderij International Airport
PBN,FNPA,Porto Amboim
PBO,YPBO,Paraburdoo Airport
PBP,MRIA,Punta Islita
PBQ,SWPM,Pimenta Bueno
PBR,MGPB,Puerto Barrios
PBS,,Patong Beach
PBT,,Puerto Leda
PBU,VYPT,Putao
PBV,SWPG,Porto Dos Gauchos
PBW,,Palibelo
PBX,SWPQ,Porto Alegre Do Norte
PBY,,Hamilton/Proserpine
PBZ,FAPG,Plettenberg Bay Airport
PCA,PAOC,Portage Creek
PCB,WIHP,Pondok Cabe
PCC,,Puerto Rico
PCD,KPDC,Prairie du Chien Municipal Airport
PCE,,Painter Creek
PCF,FAPS,Potchefstroom
PCG,,Paso Caballos
PCH,MHPC,Palacios
PCJ,SGLV,Puerto La Victoria
PCK,,Porcupine Creek
PCL,SPCL,Capitan Rolden Airport
PCM,,Playa Del Carmen
PCN,NZPN,Picton Aerodrome
PCO,MMPL,Punta Colorada
PCP,FPPR,Principe
PCQ,VLFL,Bounneua
PCR,SKPC,Puerto Carreno Airport
PCS,SNPC,Picos
PCT,39N,Princeton
PCU,M13,Pearl River County
PCV,,Punta Chivato
PDA,SKPD,Puerto Inirida
PDB,4K0,Pedro Bay
PDC,NWWQ,Mueo
PDD,FQPO,Ponta de Ouro
PDE,YPDI,Pandie Pandie
PDF,SNRD,Prado
PDG,WIEE,Minangkabau International Airport
PDI,AYPD,Pindiu
PDK,KPDK,DeKalb Peachtree Airport
PDL,LPPD,Joao Paulo II Airport
PDM,MP00,Pedasí Airport
PDN,YPDA,Parndana
PDO,WIPQ,Pendopo
PDP,SULS,Capitan de Corbeta Carlos A. Curbelo International Airport
PDR,,Presidente Dutra
PDS,MMPG,Piedras Negras International Airport
PDT,KPDT,Eastern Oregon Regional Airport
PDU,SUPU,Paysandu
PDV,LBPD,Plovdiv Airport
PDX,KPDX,Portland International Airport
PDZ,SVPE,Pedernales
PEA,YPSH,Penneshaw
PEB,,Pebane
PEC,PEC,Pelican SPB
PED,LKPD,Pardubice Airport
PEE,USPP,Perm International Airport
PEF,EDCP,Peenemuende
PEG,LIRZ,Sant Egidio Airport
PEH,SAZP,Pehuajo
PEI,SKPE,Matecana International Airport
PEK,ZBAA,Beijing Capital International Airport
PEL,FXPG,Pelaneng
PEM,SPTU,Puerto Maldonado Airport
PEN,WMKP,Penang International Airport
PEP,,Peppimenarti
PEQ,KPEQ,Pecos City
PER,YPPH,Perth Airport
PES,ULPB,Petrozavodsk Airport
PET,SBPK,Federal Airport
PEU,MHPL,Puerto Lempira
PEV,LHPP,Pecs Pogany
PEW,OPPS,Bacha Khan International Airport
PEX,UUYP,Pechora Airport
PEY,YPNG,Penong
PEZ,UWPP,Penza Airport
PFA,,Paf Warren
PFB,SBPF,Passo Fundo Airport
PFC,KPFC,Pacific City State
PFD,,Port Frederick
PFJ,BIPA,Patreksfjordur
PFM,,Primrose Aerodrome
PFN,,Bay County
PFO,LCPH,Paphos International Airport
PFQ,OITP,Parsabad
PFR,FZVS,Ilebo
PGA,KPGA,Page Airport
PGB,AYPC,Pangoa
PGC,W99,Grant County
PGD,KPGD,Charlotte County Airport
PGE,,Yegepa
PGF,LFMP,Llabanere Airport
PGG,,Progresso
PGH,VIPT,Pantnagar Airport
PGI,FNCH,Chitato
PGK,WIPK,Depati Amir Airport
PGL,KPQL,Jackson County
PGM,PGM,Port Graham
PGN,AYPG,Pangia
PGO,KPSO,Stevens Field
PGP,,Porto Alegre
PGQ,WAEM,Buli Airport
PGR,KPGR,Paragould Kirk Field
PGS,,Peach Springs
PGU,OIBP,Ala'Marvdasht Airport
PGV,KPGV,Pitt-Greenville Airport
PGX,LFBX,Perigueux Airport
PGZ,SBPG,Comte Antonio Amilton Beraldo Airport
PHA,VVPR,Phan Rang
PHB,SBPB,Santos Dumont
PHC,DNPO,Port Harcourt International Airport
PHD,KPHD,Harry Clever Field
PHE,YPPD,Port Hedland International Airport
PHF,KPHF,Newport News/Williamsburg International Airport
PHG,,Port Harcourt City
PHH,,Phan Thiet
PHI,SNYE,Pinheiro
PHJ,,Port Hunter
PHK,KPHK,Palm Beach Co Glades
PHL,KPHL,Philadelphia International Airport
PHN,KPHN,St Clair County International
PHO,PAPO,Point Hope Airport
PHP,KPHP,Philip
PHQ,YTMO,The Monument Airport
PHR,,Pacific Harbor
PHS,VTPP,Phitsanulok Airport
PHT,KPHT,Henry County
PHU,,Phu Vinh
PHW,FAPH,Phalaborwa Airport
PHX,KPHX,Phoenix Sky Harbor International Airport
PHY,VTPB,Phetchabun
PHZ,,Phi Phi Island
PIA,KPIA,Peoria International Airport
PIB,KPIB,Hattiesburg-Laurel Regional Airport
PIC,MBPI,Pine Cay
PID,,Paradise Island
PIE,KPIE,St. Petersburg-Clearwater International Airport
PIF,RCSQ,Pingtung
PIG,,Pitinga
PIH,KPIH,Pocatello Regional Airport
PII,,Phillips Field
PIK,EGPK,Glasgow Prestwick Airport
PIL,SGPI,Pilar
PIM,KPIM,Garden Harris County
PIN,SWPI,Parintins
PIO,SPSO,Capitan FAP Renan Elias Olivera Airport
PIP,PAPN,Pilot Point
PIQ,,Pipillipai
PIR,KPIR,Pierre Regional Airport
PIS,LFBI,Poitiers-Biard Airport
PIT,KPIT,Pittsburgh International Airport
PIU,SPUR,Cap. FAP Guillermo Concha Iberico International Airport
PIV,SNPX,Pirapora
PIW,CZMN,Pikwitonei
PIX,LPPI,Pico Island Airport
PIZ,PPIZ,Dew Station Airport
PJA,ESUP,Pajala Airport
PJB,KPAN,Payson
PJC,SGPJ,Pedro Juan Caballero
PJG,OPPG,Panjgur
PJM,MRPJ,Puerto Jimenez
PJS,,Port San Juan
PJZ,,Puerto Juarez
PKA,PAPK,Napaskiak Sea Plane Base
PKB,KPKB,Wood County Airport
PKC,UHPP,Petropavlovsk-Kamchatsky Airport
PKD,KPKD,Park Rapids
PKE,YPKS,Parkes Airport
PKF,KPKF,Park Falls
PKG,WMPA,Pangkor Airport
PKH,LGHL,Alexion
PKJ,MGPG,Playa Grande
PKK,VYPU,Pakokku
PKL,,Pakatoa Island
PKM,,Port Kaituma
PKN,WAGI,Iskandar Airport
PKO,DBBP,Parakou
PKP,NTGP,Puka Puka
PKR,VNPK,Pokhara Airport
PKS,,Paksane
PKT,YPKT,Port Keats
PKU,WIBB,Sultan Syarif Kasim II International Airport
PKV,ULOO,Pskov Airport
PKW,FBSP,Selebi-Phikwe
PKX,ZBAD,Beijing Daxing International Airport
PKY,WAOP,Tjilik Riwut Airport
PKZ,VLPS,Pakse Airport
PLA,,Planadas
PLC,,Planeta Rica
PLD,MRCR,Playa Samara
PLE,AYPB,Paiela
PLF,FTTP,Pala
PLH,EGHD,Plymouth
PLI,,Palm Island
PLJ,,Placencia
PLK,KPLK,M. Graham Clark - Taney County
PLL,SBMN,Ponta Pelada
PLM,WIPP,Sultan Mahmud Badaruddin II Airport
PLN,KPLN,Emmet County Airport
PLO,YPLC,Port Lincoln Airport
PLP,MPLP,La Palma
PLQ,EYPA,Palanga International Airport
PLR,KPLR,St Clair County
PLS,MBPV,Providenciales International Airport
PLT,SKPL,Plato
PLU,SBBH,Belo Horizonte Airport
PLV,UKHP,Poltava
PLW,WAML,Mutiara Airport
PLX,UASS,Semipalatinsk Airport
PLY,C65,Plymouth
PLZ,FAPE,Chief Dawid Stuurman International Airport
PMA,HTPE,Wawi Airport
PMB,KPMB,Intermediate
PMC,SCTE,El Tepual Airport
PMD,KPMD,La Palmdale Regional Airport
PME,,Portsmouth
PMF,LIMP,Parma Airport
PMG,SBPP,International
PMH,KPMH,Greater Portsmouth Regional
PMI,LEPA,Palma de Mallorca Airport
PMK,YPAM,Palm Island Airport
PML,PAAL,AFS
PMM,,Phanom Sarakham
PMN,AYPQ,Pumani
PMO,LICJ,Falcone-Borsellino Airport
PMP,AYPJ,Pimaga
PMQ,SAWP,Perito Moreno
PMR,NZPM,Palmerston North Airport
PMS,OSPR,Palmyra
PMT,SYPM,Paramakotoi
PMU,,SPB
PMV,SVMG,Santiago Marino International Airport
PMW,SBPJ,Palmas Airport
PMX,13MA,Metropolitan
PMY,SAVY,El Tehuelche
PMZ,MRPM,Palmar Sur
PNA,LEPP,Pamplona Airport
PNB,SDPE,Porto Nacional
PNC,KPNC,Ponca City
PND,,Punta Gorda
PNE,KPNE,North Philadelphia
PNF,,Peterson's Point
PNG,SSPG,Paranagua
PNH,VDPP,Phnom Penh International Airport
PNI,PTPN,Pohnpei Airport
PNJ,,Peng Lai/Sha He Kou
PNK,WIOO,Supadio International Airport
PNL,LICG,Pantelleria Airport
PNN,KPNN,Princeton
PNO,,Pinotepa Nacional
PNP,AYGR,Girua Airport
PNQ,VAPO,Pune Airport
PNR,FCPP,Pointe Noire Airport
PNS,KPNS,Pensacola International Airport
PNT,SCNT,Teniente J. Gallardo
PNU,U55,Panguitch
PNV,EYPP,Panevezys
PNX,KGYI,Grayson County
PNY,VOPC,Pondicherry
PNZ,SBPL,Petrolina International Airport
POA,SBPA,Salgado Filho International Airport
POB,KPOB,Pope AFB
POC,KPOC,Brackett Field
POD,GOSP,Podor
POE,KPOE,Polk AAF
POF,KPOF,Earl Fields Memorial
POG,FOOG,Port Gentil
POH,,Pocahontas Municipal
POI,SLPO,Potosi
POJ,SNPD,Patos De Minas
POL,FQPB,Pemba Airport
POM,AYPY,Jacksons International Airport
PON,MGPP,Poptun
POO,SBPC,Pocos De Caldas
POP,MDPP,La Union Airport
POQ,,Polk Inlet
POR,EFPO,Pori Airport
POS,TTPP,Piarco International Airport
POT,MKKJ,Ken Jones
POU,KPOU,Dutchess County
POV,LZPW,Presov
POW,LJPZ,Portoroz
POX,LFPT,Paris Cergy Pontoise
POY,KPOY,Powell
POZ,EPPO,Poznan Airport
PPA,KPPA,Perry Lefors Field
PPB,SBDN,A. De Barros Airport
PPC,PAPR,Prospect Creek
PPD,,Palmas Del Mar
PPE,MMPE,Puerto Penasco
PPF,KPPF,Tri-City
PPG,NSTU,Pago Pago International Airport
PPH,SVPX,Peraitepuy
PPI,YPIR,Port Pirie
PPJ,WIHG,Pulau Panjang
PPK,UACP,Petropavlovsk Airport
PPL,VNPL,Phaplu
PPM,KPMP,Pompano Beach
PPN,SKPP,Guillermo Leon Valencia Airport
PPO,,Powell Point
PPP,YBPN,Whitsunday Coast Airport
PPQ,NZPP,Paraparaumu Airport
PPR,WIDE,Pasir Pangarayan
PPS,RPVP,Puerto Princesa International Airport
PPT,NTAA,Tahiti Faa'a Airport
PPU,VYPP,Papun
PPV,19P,Port Protection
PPW,EGEP,Papa Westray Airport
PPX,,Param
PPY,SNZA,Pouso Alegre
PPZ,SVDZ,Puerto Paez
PQC,VVPQ,Phu Quoc Airport
PQD,,Pasikudha SPB
PQI,KPQI,Presque Isle Municipal Airport
PQM,MMPQ,Palenque
PQQ,YPMQ,Port Macquarie Airport
PQS,,Pilot Station Airport
PQT,,Qeqertaq Heliport
PRA,SAAP,General Justo Jose de Urquiza Airport
PRB,KPRB,Paso Robles
PRC,KPRC,Prescott Airport
PRD,YPDO,Pardoo
PRE,,Pore
PRF,,Port Johnson
PRG,LKPR,Vaclav Havel Airport Prague
PRH,VTCP,Phrae Airport
PRI,FSPP,Praslin Island Airport
PRJ,,Capri
PRK,FAPK,Prieska
PRL,,Port Oceanic
PRM,LPPM,Portimao Airport
PRN,BKPR,Pristina International Airport
PRO,KPRO,Perry Municipal
PRP,LFKO,Propriano
PRQ,SARS,Pres. Roque Saenz Pena
PRR,SYPR,Paruima
PRS,AGGP,Parasi
PRT,,Coast Guard Heliport
PRU,VYPY,Prome
PRV,LKPO,Prerov
PRW,,Prentice
PRX,KPRX,Cox Field
PRY,FAWB,Wonderboom Airport
PRZ,S39,Prineville
PSA,LIRP,Pisa International Airport
PSB,,Bellefonte
PSC,KPSC,Tri-Cities Airport
PSD,HEPS,Port Said
PSE,TJPS,Mercedita Airport
PSF,KPSF,Pittsfield
PSG,PAPG,Petersburg Municipal Airport
PSH,EDXO,St Peter
PSI,OPPI,Pasni
PSJ,WAMP,Poso
PSK,KPSK,New River Valley
PSL,EGPT,Perth
PSM,KPSM,Pease Air Force Base
PSN,KPSN,Palestine Municipalcipal Airport
PSO,SKPS,Cano Airport
PSP,KPSP,Palm Springs International Airport
PSQ,9N2,SPB
PSR,LIBP,Abruzzo Airport
PSS,SARP,Posadas Airport
PST,,Preston
PSU,WIOP,Putussibau Airport
PSV,EGSZ,Papa Stour
PSW,SNOS,Passos
PSX,KPSX,Palacios
PSY,SFAL,Port Stanley
PSZ,SLPS,Puerto Suarez
PTA,PALJ,Port Alsworth
PTB,KPTB,Dinwiddie County Airport
PTC,16K,Port Alice
PTD,PAAP,Port Alexander
PTF,NFFO,Malololailai
PTG,FAPP,Polokwane Airport
PTH,PAPH,Port Heiden
PTI,,Port Douglas
PTJ,YPOD,Portland
PTK,KPTK,Pontiac
PTL,,Port Armstrong
PTM,SVPT,Palmarito
PTN,KPTN,Williams Memorial
PTO,SBPO,Pato Branco
PTP,TFFR,Pointe-a-Pitre International Airport
PTQ,SNMZ,Porto de Moz
PTR,,Pleasant Harbour
PTS,,Atkinson Municipal Airport
PTT,KPTT,Pratt
PTU,PAPM,Platinum Airport
PTV,KPTV,Porterville
PTW,KPTW,Pottstown/Limerick
PTX,SKPI,Pitalito
PTY,MPTO,Tocumen International Airport
PTZ,SESM,Pastaza
PUA,,Puas
PUB,KPUB,Pueblo Memorial Airport
PUC,KPUC,Carbon County
PUD,SAWD,Puerto Deseado
PUE,MPOA,Puerto Obaldia
PUF,LFBP,The Pau-Pyrenees International Airport
PUG,YPAG,Port Augusta
PUH,,Pochutla
PUI,,Pureni
PUJ,MDPC,Punta Cana International Airport
PUK,NTGQ,Pukarua
PUL,83Q,Poulsbo
PUN,FZOP,Punia
PUO,,Prudhoe Bay
PUP,DFCP,Po
PUQ,SCCI,Pres Ibanez Airport
PUR,SLPR,Puerto Rico
PUS,RKPK,Gimhae International Airport
PUT,VOPN,Puttaprathe
PUU,SKAS,Puerto Asis Airport
PUV,NWWP,Poum
PUW,KPUW,Moscow Regional Airport
PUX,SCPV,Puerto Varas
PUY,LDPL,Pula Airport
PUZ,MNPC,Puerto Cabezas
PVA,SKPV,Providencia
PVC,KPVC,Provincetown Airport
PVD,KPVD,Theodore Francis Green Memorial State Airport
PVE,MPVR,El Porvenir
PVF,KPVF,Placerville
PVG,ZSPD,Shanghai Pudong International Airport
PVH,SBPV,Porto Velho International Airport
PVI,SSPI,Edu Chaves
PVK,LGPZ,Aktion Airport
PVL,KPBX,Pike County Airport
PVO,SEPV,Reales Tamarindos
PVR,MMPR,Gustavo Diaz Ordaz International Airport
PVS,UHMD,Provideniya
PVU,KPVU,Provo Airport
PVW,KPVW,Hale County
PVY,,Pope Vanoy
PVZ,,Casement
PWA,KPWA,Wiley Post
PWD,KPWD,Sherwood
PWE,UHMP,Pevek Airport
PWI,HAPW,Beles
PWK,KPWK,Chicago Executive Airport
PWL,WICP,Purwokerto
PWM,KPWM,Portland International Jetport
PWN,MYCP,Pitts Town
PWO,FZQC,Pweto
PWQ,UASP,Pavlodar Airport
PWR,PWR,Port Walter
PWT,KPWT,Bremerton
PWY,KPNA,Ralph Wenz Field
PXA,WIPY,Atung Bungsu Airport
PXH,YPMH,Prominent Hill
PXL,P10,Polacca
PXM,MMPS,Puerto Escondido Airport
PXO,LPPS,Porto Santo Airport
PXR,VTUJ,Surin
PXS,,Puerto De Santa Maria
PXU,VVPK,Pleiku Airport
PYA,SKVL,Puerto Boyaca
PYB,VEJP,Jeypore
PYC,,Playon Chico
PYE,NCPY,Penrhyn Island
PYG,VEPY,Gangtok-Pakyong Airport
PYH,SVPA,Puerto Ayacucho
PYJ,UERP,Polyarnyj Airport
PYK,OIIP,Payam
PYL,PYL,Perry SPB
PYM,KPYM,Plymouth
PYN,,Payan
PYO,SEPT,Putumayo
PYR,LGAD,Andravida
PYS,,Skypark
PYT,SNZR,Pedro Rabelo de Souza Airport
PYV,,Yaviza
PYX,,Pattaya
PYY,VTCI,Pai Airport
PYZ,SPIS,Pias Airport
PZA,SKPZ,Casanare
PZB,FAPM,Pietermaritzburg Airport
PZE,,Penzance
PZH,OPZB,Zhob
PZI,ZUZH,Pan Zhi Hua Bao An Ying
PZK,NCPK,Puka Puka Island
PZL,FADQ,Zulu Inyala
PZO,SVPR,Manuel Carlos Piar Guayana Airport
PZR,,Aeropuerto de Pizarro
PZS,SCTC,Temuco Maquehue Airport
PZU,HSPN,Port Sudan Airport
PZY,LZPP,Piestany
QAQ,LIAP,L'Aquila–Preturo Airport
QBC,CYBD,Bella Coola Airport
QCU,,Heliport
QCY,EGXC,Coningsby RAF Station
QDV,SBJD,Comte. Rolim Adolfo Amaro State Airport
QFI,,Heliport
QFK,,Harbour
QFQ,,Harbour
QGP,SNGN,Garanhuns Airport
QGQ,,Heliport
QGV,,Neu Isenburg
QHU,EDXJ,Husum
QIG,SNIG,Dr. Francisco Tomé da Frota Airport
QJE,,Heliport
QJI,,Heliport
QKS,,Keystone Airport
QKU,,Messe/Deutz Rail Station
QLR,LPMR,Leiria Gandara Airport
QLU,,Lublin Radawiec Airport
QLV,,Leverkusen Mitte
QMK,,Heliport
QMV,,Montvale
QNS,SBCO,Aeroporto Campo Nossa Senhora de Fátima
QNY,,Marine Air Terminal
QOR,,Ordu
QOW,DNIM,Sam Mbakwe International Airport
QPG,WSAP,Paya Lebar
QPW,,Heliport
QRA,FAGM,Rand/Germiston
QRO,MMQT,Queretaro Intercontinental Airport
QRW,DNSU,Warri
QRY,,Heliport
QSC,SDSC,Sao Carlos
QSF,DAAS,Setif Airport
QSG,,Sonderborg
QSR,LIRI,Pontecagnano
QSZ,ZWSC,Shache Airport
QUB,HLUB,Ubari
QUG,EGHR,Goodwood
QUO,DNAI,Akwa Ibom Airport
QUP,,Heliport
QUY,EGUY,Wyton RAF Station
QWG,,Wilgrove Air Park
QXD,SNQX,Quixadá Regional Airport
QZD,,Szeged
RAA,,Rakanda
RAB,AYTK,Tokua Airport
RAC,KRAC,John H. Batten Field
RAD,,Road Town
RAE,OERR,Arar Airport
RAF,SAFR,Rafaela
RAG,NZRA,Raglan
RAH,OERF,Rafha Airport
